Organism group,Isolation_source,Isolation_source_1,Isolation type,Strain,Scientific name,Level,Assembly,Contigs,Collection date,Source type,Location,Host,Species TaxID,TaxID,Create date,Isolate identifiers,Host disease,Virulence genotypes,BioProject,K-mer group,Food origin
Salmonella enterica,urine,urine,clinical,2024CK-1945753,Salmonella enterica,Complete Genome,GCA_045347765.1,2,2024/1/2,,USA,Homo sapiens,28901,28901,2024-11-26T19:08:37Z,"""2024CK-1945753"",""SRS20800497""",,"invA=COMPLETE,iroB=COMPLETE,iroC=COMPLETE,sinH=COMPLETE",PRJNA812595,PDG000000002.3741,
Salmonella enterica,urine,urine,environmental/other,PSL038,Salmonella enterica,Complete Genome,GCA_052771625.1,2,2024/6/21,,South Korea: Busan Metropolitan City,Pet Dog,28901,28901,2025-09-23T06:28:12Z,"""PSL038"",""Z1324PSL0002""",,"avrA=COMPLETE,invA=COMPLETE,iroB=COMPLETE,iroC=COMPLETE,lpfB=COMPLETE,sinH=COMPLETE,sseK2=COMPLETE",PRJNA1315007,PDG000000002.3741,
Serratia marcescens,urine,urine,clinical,2023CB-00608,Serratia marcescens,Complete Genome,GCA_036324685.1,3,2023,,USA,Homo sapiens,615,615,2024-02-01T16:07:14Z,"""2023CB-00608"",""SRS19476337""",,,PRJNA288601,PDG000000016.884,
Serratia marcescens,urine,urine,clinical,2024CK-01174,Serratia marcescens,Complete Genome,GCA_040964895.2,3,2024/7/13,,USA,Homo sapiens,615,615,2024-09-11T03:15:21Z,"""2024CK-01174"",""SRS22170176""",,,PRJNA288601,PDG000000016.884,
Staphylococcus aureus,urine,urine,clinical,USA300-SUR4,Staphylococcus aureus,Complete Genome,GCA_003595425.1,5,2013/4/25,,Suriname: Paramaribo,Homo sapiens,1280,1280,2018-09-25T16:44:07Z,"""USA300-SUR4""",,"aur=COMPLETE,hld=COMPLETE,hlgA=COMPLETE,hlgB=COMPLETE,hlgC=COMPLETE,icaC=COMPLETE,lukD=COMPLETE,lukE=COMPLETE,lukF-PV=COMPLETE,lukS-PV=COMPLETE,sak=COMPLETE,scn=COMPLETE,sek=COMPLETE,sel26=COMPLETE,selX=COMPLETE,seq=COMPLETE,splA=COMPLETE,splB=COMPLETE",PRJNA312385,PDG000000073.1057,
Staphylococcus aureus,urine,urine,clinical,NCCP 16830,Staphylococcus aureus,Complete Genome,GCA_009769095.1,2,2008/11/14,,South Korea: Daegu,Homo sapiens,1280,1280,2019-12-19T13:56:15Z,"""NCCP 16830"",""NCCP16830"",""NCCP:16830"",""SRS5882088""",diabetes,"aur=COMPLETE,hld=COMPLETE,hlgA=COMPLETE,hlgB=COMPLETE,hlgC=COMPLETE,icaC=COMPLETE,lukE=COMPLETE,sak=COMPLETE,sasG=PARTIAL,scn=COMPLETE,sei=COMPLETE,sel26=COMPLETE,sem=COMPLETE,sen=MISTRANSLATION,seo=COMPLETE,seu=COMPLETE,sey=COMPLETE,splE=COMPLETE",PRJNA564722,PDG000000073.1057,
Staphylococcus aureus,urine,urine,clinical,BLR-DV,Staphylococcus aureus,Complete Genome,GCA_013389715.1,3,2016/12/10,,Belarus:Baranavichy,Homo sapiens,1280,1280,2020-07-06T12:12:07Z,"""BLR-DV"",""Staphylococcus aureus BLR-DV""",Urologic Sepsis Syndrome,"aur=COMPLETE,hld=COMPLETE,hlgA=COMPLETE,hlgB=COMPLETE,hlgC=COMPLETE,icaC=PARTIAL,lukD=COMPLETE,lukE=COMPLETE,sak=COMPLETE,sasG=PARTIAL,scn=COMPLETE,sea=COMPLETE,sel26=COMPLETE,selX=COMPLETE,splA=COMPLETE,splB=COMPLETE,splE=COMPLETE",PRJNA641705,PDG000000073.1057,
Staphylococcus aureus,urine,urine,clinical,NGA71,Staphylococcus aureus,Complete Genome,GCA_014696975.2,1,2016,,Nigeria: Benin City,Homo sapiens,1280,1280,2022-05-20T18:41:53Z,"""NGA71"",""SRS12441509"",""Staphylococcus aureus strain NGA71""",,"aur=COMPLETE,cna=COMPLETE,ednB=COMPLETE,hld=COMPLETE,hlgA=COMPLETE,hlgB=COMPLETE,icaC=COMPLETE,lukF-PV=COMPLETE,lukS-PV=COMPLETE,sak=COMPLETE,scn=COMPLETE",PRJNA625318,PDG000000073.1057,
Staphylococcus aureus,urine,urine,clinical,VMRSA-WC052,Staphylococcus aureus,Complete Genome,GCA_022691345.1,3,2004/4/2,,USA,Homo sapiens,1280,1280,2022-03-24T12:52:07Z,"""VMRSA-WC052""",UTI,"aur=COMPLETE,hld=COMPLETE,hlgA=COMPLETE,hlgB=COMPLETE,hlgC=COMPLETE,icaC=COMPLETE,lukD=COMPLETE,lukE=COMPLETE,sei=PARTIAL,sel33=PARTIAL,selX=COMPLETE,sem=COMPLETE,seo=PARTIAL,splA=COMPLETE,splB=COMPLETE",PRJNA808078,PDG000000073.1057,
Staphylococcus aureus,urine,urine,clinical,MRSA-WC101,Staphylococcus aureus,Complete Genome,GCA_022691365.1,2,2004/6/24,,USA,Homo sapiens,1280,1280,2022-03-24T12:53:07Z,"""MRSA-WC101""",UTI,"aur=COMPLETE,hld=COMPLETE,hlgA=COMPLETE,hlgB=COMPLETE,hlgC=COMPLETE,icaC=COMPLETE,lukD=COMPLETE,lukE=COMPLETE,sei=COMPLETE,selX=COMPLETE,sem=COMPLETE,sen=MISTRANSLATION,seo=COMPLETE,seu=PARTIAL,splA=COMPLETE,splB=COMPLETE",PRJNA808078,PDG000000073.1057,
Staphylococcus aureus,urine,urine,clinical,VMRSA-WC123,Staphylococcus aureus,Complete Genome,GCA_022693165.1,2,2004/8/18,,USA,Homo sapiens,1280,1280,2022-03-24T14:51:14Z,"""VMRSA-WC123""",UTI,"aur=COMPLETE,hld=COMPLETE,hlgA=COMPLETE,hlgB=COMPLETE,hlgC=COMPLETE,icaC=COMPLETE,lukD=COMPLETE,lukE=COMPLETE,sei=COMPLETE,selX=COMPLETE,sem=COMPLETE,sen=MISTRANSLATION,seo=COMPLETE,seu=PARTIAL,splA=COMPLETE,splB=COMPLETE",PRJNA808078,PDG000000073.1057,
Staphylococcus aureus,urine,urine,clinical,VMRSA-WC121,Staphylococcus aureus,Complete Genome,GCA_022693185.1,2,2004/8/18,,USA,Homo sapiens,1280,1280,2022-03-24T14:52:06Z,"""VMRSA-WC121""",UTI,"aur=COMPLETE,hld=COMPLETE,hlgA=COMPLETE,hlgB=COMPLETE,hlgC=COMPLETE,icaC=COMPLETE,lukD=COMPLETE,lukE=COMPLETE,sei=PARTIAL,selX=COMPLETE,sem=COMPLETE,seo=MISTRANSLATION,seu=PARTIAL,splA=COMPLETE,splB=COMPLETE",PRJNA808078,PDG000000073.1057,
Staphylococcus aureus,urine,urine,clinical,VRMSSA-WC113,Staphylococcus aureus,Complete Genome,GCA_022693205.1,2,2004/6/24,,USA,Homo sapiens,1280,1280,2022-03-24T14:53:07Z,"""VRMSSA-WC113""",UTI,"aur=COMPLETE,hld=COMPLETE,hlgA=COMPLETE,hlgB=COMPLETE,hlgC=COMPLETE,icaC=COMPLETE,lukD=COMPLETE,lukE=COMPLETE,sei=COMPLETE,selX=COMPLETE,sem=COMPLETE,sen=MISTRANSLATION,seo=COMPLETE,seu=PARTIAL,splA=COMPLETE,splB=COMPLETE",PRJNA808078,PDG000000073.1057,
Staphylococcus aureus,urine,urine,clinical,VRMSSA-WC111,Staphylococcus aureus,Complete Genome,GCA_022693225.1,2,2004/6/24,,USA,Homo sapiens,1280,1280,2022-03-24T14:54:07Z,"""VRMSSA-WC111""",UTI,"aur=COMPLETE,hld=COMPLETE,hlgA=COMPLETE,hlgB=COMPLETE,hlgC=COMPLETE,icaC=COMPLETE,lukD=COMPLETE,lukE=COMPLETE,sei=COMPLETE,selX=COMPLETE,sem=COMPLETE,sen=PARTIAL,seo=COMPLETE,seu=PARTIAL,splA=COMPLETE,splB=COMPLETE",PRJNA808078,PDG000000073.1057,
Staphylococcus aureus,urine,urine,clinical,VMRSA-WC102,Staphylococcus aureus,Complete Genome,GCA_022693245.1,3,2004/6/24,,USA,Homo sapiens,1280,1280,2022-03-24T14:55:06Z,"""VMRSA-WC102""",UTI,"aur=COMPLETE,hld=COMPLETE,hlgA=COMPLETE,hlgB=COMPLETE,hlgC=COMPLETE,icaC=COMPLETE,lukD=COMPLETE,lukE=COMPLETE,sei=PARTIAL,selX=COMPLETE,sem=COMPLETE,sen=MISTRANSLATION,seo=COMPLETE,seu=PARTIAL,splA=COMPLETE,splB=COMPLETE",PRJNA808078,PDG000000073.1057,
Staphylococcus aureus,urine,urine,clinical,VMRSA-WC083,Staphylococcus aureus,Complete Genome,GCA_022693265.1,3,2004/4/20,,USA,Homo sapiens,1280,1280,2022-03-24T14:55:13Z,"""VMRSA-WC083""",UTI,"aur=COMPLETE,hld=COMPLETE,hlgA=COMPLETE,hlgB=COMPLETE,hlgC=COMPLETE,icaC=COMPLETE,lukD=COMPLETE,lukE=COMPLETE,sei=COMPLETE,selX=COMPLETE,sem=COMPLETE,sen=MISTRANSLATION,seo=PARTIAL,splA=COMPLETE,splB=COMPLETE",PRJNA808078,PDG000000073.1057,
Staphylococcus aureus,urine,urine,clinical,VMRSA-WC082,Staphylococcus aureus,Complete Genome,GCA_022693285.1,2,2004/4/20,,USA,Homo sapiens,1280,1280,2022-03-24T14:56:07Z,"""VMRSA-WC082""",UTI,"aur=COMPLETE,hld=COMPLETE,hlgA=COMPLETE,hlgB=COMPLETE,hlgC=COMPLETE,icaC=COMPLETE,lukD=COMPLETE,lukE=COMPLETE,sei=COMPLETE,selX=COMPLETE,sem=COMPLETE,sen=MISTRANSLATION,seo=COMPLETE,seu=PARTIAL,splA=COMPLETE,splB=COMPLETE",PRJNA808078,PDG000000073.1057,
Staphylococcus aureus,urine,urine,clinical,VMRSA-WC081,Staphylococcus aureus,Complete Genome,GCA_022693305.1,2,2004/4/20,,USA,Homo sapiens,1280,1280,2022-03-24T14:57:07Z,"""VMRSA-WC081""",UTI,"aur=COMPLETE,hld=COMPLETE,hlgA=COMPLETE,hlgB=COMPLETE,hlgC=COMPLETE,icaC=COMPLETE,lukD=COMPLETE,lukE=COMPLETE,sei=COMPLETE,sel33=PARTIAL,selV=PARTIAL,selX=COMPLETE,sen=PARTIAL,seo=PARTIAL,seu=PARTIAL,splA=COMPLETE,splB=COMPLETE",PRJNA808078,PDG000000073.1057,
Staphylococcus aureus,urine,urine,clinical,VMRSA-WC071,Staphylococcus aureus,Complete Genome,GCA_022693325.1,2,2004/4/20,,USA,Homo sapiens,1280,1280,2022-03-24T14:58:07Z,"""VMRSA-WC071""",UTI,"aur=COMPLETE,hld=COMPLETE,hlgA=COMPLETE,hlgB=COMPLETE,hlgC=COMPLETE,icaC=COMPLETE,lukD=COMPLETE,lukE=COMPLETE,sel33=PARTIAL,selX=COMPLETE,sem=COMPLETE,sen=MISTRANSLATION,seo=COMPLETE,seu=PARTIAL,splA=COMPLETE,splB=COMPLETE",PRJNA808078,PDG000000073.1057,
Staphylococcus aureus,urine,urine,clinical,MRSA11415,Staphylococcus aureus,Complete Genome,GCA_052979725.1,4,2022,,"USA: Pittsburgh, Pennsylvania",Homo sapiens,1280,1280,2025-10-06T05:50:10Z,"""MRSA11415"",""SRS19621500""",not collected,"aur=COMPLETE,hld=COMPLETE,hlgA=COMPLETE,hlgB=COMPLETE,hlgC=COMPLETE,icaC=COMPLETE,lukD=COMPLETE,lukE=COMPLETE,lukF-PV=COMPLETE,lukS-PV=COMPLETE,sak=COMPLETE,sasG=PARTIAL,scn=COMPLETE,sek=COMPLETE,sel26=COMPLETE,selX=COMPLETE,seq=COMPLETE,splA=COMPLETE,splB=COMPLETE,splE=COMPLETE",PRJNA475751,PDG000000073.1057,
Staphylococcus pseudintermedius,urine,urine,clinical,NA45,Staphylococcus pseudintermedius,Complete Genome,GCA_001682335.1,1,2008,,USA,Canine,283734,283734,2016-07-08T15:52:04Z,"""NA45"",""UWMNA45""",infection,icaC=COMPLETE,PRJNA319397,PDG000000042.482,
Staphylococcus pseudintermedius,urine,urine,clinical,19KM0990,Staphylococcus pseudintermedius,Complete Genome,GCA_030254625.1,1,2019/4/25,,Switzerland,"felis catus""""",283734,283734,2023-06-12T13:52:12Z,"""19KM0990""",urinary tract infection,icaC=COMPLETE,PRJNA980143,PDG000000042.482,
Streptococcus agalactiae,urine,urine,clinical,S9968,Streptococcus agalactiae,Complete Genome,GCA_013414325.1,1,13-Mar,,South Korea: Seoul,Homo sapiens,1311,1311,2020-07-14T12:10:04Z,"""S9968"",""Streptococcus agalactiae strain S9968""",meningitis,,PRJNA639694,PDG000000089.281,
Streptococcus agalactiae,urine,urine,clinical,SA5087,Streptococcus agalactiae,Complete Genome,GCA_025808195.1,1,22-Jun,,China: Zhuhai,Homo sapiens,1311,1311,2022-10-24T11:52:09Z,"""SA5087""",infection,,PRJNA888255,PDG000000089.281,
Streptococcus agalactiae,urine,urine,clinical,R31-snf2-MTase2,Streptococcus agalactiae,Complete Genome,GCA_033798845.1,1,2021/2/8,,China:Shanghai,Homo sapiens,1311,1311,2023-11-18T16:48:08Z,"""R31-snf2-MTase2""",,,PRJNA1037024,PDG000000089.281,
Streptococcus agalactiae,urine,urine,clinical,SagR92,Streptococcus agalactiae,Complete Genome,GCA_033798865.1,1,2021/2/8,,China:Shanghai,Homo sapiens,1311,1311,2023-11-18T17:05:14Z,"""SagR92""",,,PRJNA1037024,PDG000000089.281,
Streptococcus agalactiae,urine,urine,clinical,SagR31,Streptococcus agalactiae,Complete Genome,GCA_033798885.1,1,2021/2/8,,China:Shanghai,Homo sapiens,1311,1311,2023-11-18T17:21:16Z,"""SagR31""",,,PRJNA1037024,PDG000000089.281,
Streptococcus agalactiae,urine,urine,clinical,SagR40,Streptococcus agalactiae,Complete Genome,GCA_033798905.1,1,2021/2/8,,China:Shanghai,Homo sapiens,1311,1311,2023-11-18T17:37:10Z,"""SagR40""",,,PRJNA1037024,PDG000000089.281,
Streptococcus agalactiae,urine,urine,clinical,R31-snf2,Streptococcus agalactiae,Complete Genome,GCA_033798925.1,1,2021/2/8,,China:Shanghai,Homo sapiens,1311,1311,2023-11-18T17:53:14Z,"""R31-snf2""",,,PRJNA1037024,PDG000000089.281,
Streptococcus agalactiae,urine,urine,clinical,HU05/19,Streptococcus agalactiae,Complete Genome,GCA_046529645.1,1,2019,,Brazil: Paraiba,Homo sapiens,1311,1311,2025-01-07T17:24:22Z,"""HU05/19""",Not provided,,PRJNA975182,PDG000000089.281,
Streptococcus agalactiae,urine,urine,clinical,HU32/21,Streptococcus agalactiae,Complete Genome,GCA_046529675.1,1,2021,,Brazil: Paraiba,Homo sapiens,1311,1311,2025-01-07T17:39:34Z,"""HU32/21""",Not provided,,PRJNA975441,PDG000000089.281,
Streptococcus pyogenes,urine,urine,clinical,PS003,Streptococcus pyogenes,Complete Genome,GCA_900619615.1,1,2010/7/5,,Australia,Homo sapiens,1314,1314,2019-02-06T22:31:14Z,"""102.100.100.25708"",""ERS2907572"",""PS003""",,,PRJEB29800,PDG000000090.455,
Streptococcus pyogenes,urine,urine,clinical,PS006,Streptococcus pyogenes,Complete Genome,GCA_900619625.1,1,2010/7/6,,Australia,Homo sapiens,1314,1314,2019-02-06T22:31:19Z,"""102.100.100.25709"",""ERS2907573"",""PS006""",,,PRJEB29800,PDG000000090.455,
Burkholderia cepacia complex,water,water,environmental/other,MSMB384WGS,Burkholderia cenocepacia,Complete Genome,GCA_001718895.1,3,2008,,Australia: Northern Territory,,95486,95486,2016-09-02T17:56:31Z,"""MSMB384WGS"",""SRS896511""",,,PRJNA279182,PDG000000094.178,
Cronobacter,water,water,clinical,LMG26249,Cronobacter universalis,Complete Genome,GCA_041222855.1,2,1980,environmental,United Kingdom,,535744,535744,2024-08-13T00:53:29Z,"""LMG26249""",,cpa=COMPLETE,PRJNA1128737,PDG000000043.391,
E.coli and Shigella,water,water,environmental/other,FRIK2533,Escherichia coli O157:H7,Complete Genome,GCA_001651945.2,2,2011/7/20,environmental,USA:FL,,562,83334,2018-01-09T13:39:10Z,"""CFSAN039922"",""FRIK2533"",""SRS1159918""",,"eae=COMPLETE,espA=COMPLETE,espB=COMPLETE,espF=COMPLETE,espJ=COMPLETE,espK=COMPLETE,espX1=COMPLETE,fdeC=COMPLETE,iha=COMPLETE,iss=COMPLETE,lpfA1=COMPLETE,lpfA2=COMPLETE,nleA=COMPLETE,nleB2=COMPLETE,nleB=COMPLETE,nleC=COMPLETE,stx1a_operon=COMPLETE,stx2c_operon=COMPLETE,stxA1=COMPLETE,stxA2=COMPLETE,stxB1=COMPLETE,stxB2=COMPLETE,tccP=COMPLETE,tir=COMPLETE",PRJNA322195,PDG000000004.5599,
E.coli and Shigella,water,water,environmental/other,ERL03-1416,Escherichia coli,Complete Genome,GCA_008931185.1,3,,,New Zealand,,562,562,2019-10-09T11:53:05Z,"""ERL03-1416"",""SRS3883050""",,"eae=COMPLETE,ehxA=COMPLETE,espA=COMPLETE,espB=COMPLETE,espF=COMPLETE,espJ=COMPLETE,espP=COMPLETE,espX1=COMPLETE,etpD=COMPLETE,fdeC=COMPLETE,iha=COMPLETE,katP=COMPLETE,lpfA1=COMPLETE,lpfA2=COMPLETE,nleA=COMPLETE,nleB2=COMPLETE,nleB=COMPLETE,nleC=COMPLETE,stx2a_operon=COMPLETE,stxA2=COMPLETE,stxB2=COMPLETE,tccP=COMPLETE,tir=COMPLETE,toxB=COMPLETE",PRJNA494713,PDG000000004.5599,
E.coli and Shigella,water,water,environmental/other,C9,Escherichia coli,Complete Genome,GCA_013694325.1,2,2019,,Italy: Lodi,,562,562,2020-07-26T12:00:25Z,"""C9"",""C9 urban E. coli 3 PV 2019""",,"fdeC=COMPLETE,iha=COMPLETE,iucA=COMPLETE,iucB=COMPLETE,iucC=COMPLETE,iucD=COMPLETE,iutA=COMPLETE,papA=PARTIAL,sat=COMPLETE,senB=COMPLETE,sinH=HMM,sslE=HMM,ybtP=COMPLETE,ybtQ=COMPLETE",PRJNA646833,PDG000000004.5599,
E.coli and Shigella,water,water,environmental/other,C7,Escherichia coli,Complete Genome,GCA_013694465.1,2,2019,,Italy: Lodi,,562,562,2020-07-26T12:15:24Z,"""C7"",""C7 urban E. coli PV 2019""",,"fdeC=COMPLETE,iha=COMPLETE,iucA=COMPLETE,iucB=COMPLETE,iucC=COMPLETE,iucD=COMPLETE,iutA=COMPLETE,papA=PARTIAL,sat=COMPLETE,senB=COMPLETE,sinH=HMM,sslE=HMM,ybtP=COMPLETE,ybtQ=COMPLETE",PRJNA646832,PDG000000004.5599,
Enterobacter asburiae,water,water,environmental/other,CAV1043,Enterobacter asburiae,Complete Genome,GCA_003940765.1,1,2018/6/18,,USA,,61645,61645,2018-12-12T13:51:08Z,"""CAV1043"",""FQubecCAV1043""",,,PRJNA508388,PDG000000106.234,
Enterobacter asburiae,water,water,environmental/other,NZ-ENVO-WB1,Enterobacter asburiae,Complete Genome,GCA_052975065.1,3,2023/1/6,environmental,New Zealand:Canterbury Waimairi Beach,,61645,61645,2025-10-04T12:20:40Z,"""NZ-ENVO-WB1"",""WB 06/01""",,,PRJNA1242496,PDG000000106.234,
Klebsiella oxytoca,water,water,environmental/other,GY22PK020,Raoultella ornithinolytica,Complete Genome,GCA_051048145.1,4,2022/5/17,,China:Yangzhou,,54291,54291,2025-06-25T13:36:40Z,"""GY22PK020""",,"ybtP=COMPLETE,ybtQ=COMPLETE",PRJNA921819,PDG000000030.1063,
Listeria monocytogenes,water,water,environmental/other,FDAARGOS_57,Listeria monocytogenes,Complete Genome,GCA_001188045.3,2,2002/7/16,,USA: NY,Environment,1639,1639,2025-02-18T23:35:35Z,"""FDA:FDAARGOS_57"",""FDAARGOS_57"",""SRS891685""",,"ami=COMPLETE,aut=COMPLETE,inl-lmo0514=COMPLETE,inlA=HMM,inlB=COMPLETE,inlC=COMPLETE,inlI=COMPLETE,inlK=COMPLETE,inlP=COMPLETE,lntA=COMPLETE,vip=HMM",PRJNA231221,PDG000000001.4405,
Listeria monocytogenes,water,water,environmental/other,52330,Listeria monocytogenes,Complete Genome,GCA_008807975.1,1,2014,,USA:Nebraska,,1639,1639,2019-10-03T14:43:37Z,"""52330"",""52330-USMARC"",""SRS3868709""",,"inlA=HMM,inlB=COMPLETE,inlC=COMPLETE,inlK=HMM,lntA=COMPLETE",PRJNA493236,PDG000000001.4405,
Listeria monocytogenes,water,water,environmental/other,FSL J1-175,Listeria monocytogenes FSL J1-175,Complete Genome,GCA_014843335.1,1,,,,,1639,393118,2020-10-05T12:11:07Z,"""FSL J1-175"",""Listeria monocytogenes FSL J1-0175"",""SRS7412372""",,"ami=COMPLETE,aut=COMPLETE,inl-lmo0514=COMPLETE,inlA=HMM,inlB=COMPLETE,inlC=COMPLETE,inlI=COMPLETE,inlK=COMPLETE,inlP=COMPLETE,lntA=MISTRANSLATION,vip=HMM",PRJNA664209,PDG000000001.4405,
Pseudomonas aeruginosa,water,water,environmental/other,TJ2019-022,Pseudomonas aeruginosa,Complete Genome,GCA_016105505.1,1,2019-01/2019-12,,China:Tianjin,,287,287,2020-12-17T12:57:36Z,"""TJ2019-022""",,,PRJNA674734,PDG000000036.1506,
Pseudomonas aeruginosa,water,water,environmental/other,TJ2019-017,Pseudomonas aeruginosa,Complete Genome,GCA_016105665.1,1,2019-01/2019-12,,China:Tianjin,,287,287,2020-12-17T12:58:11Z,"""TJ2019-017""",,,PRJNA674734,PDG000000036.1506,
Pseudomonas aeruginosa,water,water,environmental/other,TJ2014-049,Pseudomonas aeruginosa,Complete Genome,GCA_016105885.1,1,2014-01/2014-12,,China:Tianjin,,287,287,2020-12-17T12:58:53Z,"""TJ2014-049""",,,PRJNA674734,PDG000000036.1506,
Salmonella enterica,water,water,environmental/other,SGSC 2503,Salmonella enterica subsp. enterica serovar Paratyphi B str. CFSAN000548,Complete Genome,GCA_018338755.1,1,,environmental,United Kingdom,,28901,1299082,2021-05-11T13:07:07Z,"""CFSAN000548"",""SARB46"",""SGSC 2503"",""SGSC:2503"",""SRS2348828""",,"gtgA=MISTRANSLATION,invA=COMPLETE,iroB=COMPLETE,iroC=COMPLETE,lpfB=COMPLETE,sinH=COMPLETE,sseK2=COMPLETE,sspH2=COMPLETE",PRJNA186035,PDG000000002.3741,
Salmonella enterica,water,water,environmental/other,CFSAN024599,Salmonella enterica subsp. enterica serovar Newport,Complete Genome,GCA_018339175.1,1,2013/1/29,environmental,Mexico,,28901,108619,2021-05-11T13:59:07Z,"""13-CIES-0024"",""13-INO-AGU-116 HK"",""CFSAN024599"",""SRS930544""",,"avrA=COMPLETE,invA=COMPLETE,iroB=COMPLETE,iroC=COMPLETE,lpfB=COMPLETE,sinH=COMPLETE,sseK2=COMPLETE,sspH2=COMPLETE",PRJNA186035,PDG000000002.3741,
Salmonella enterica,water,water,environmental/other,CFSAN006241,Salmonella enterica subsp. enterica serovar Saintpaul,Complete Genome,GCA_018339595.1,1,2011/11/22,environmental,Mexico,,28901,90105,2021-05-11T14:11:14Z,"""11-CIES-1038"",""11-INO-AGUA-19"",""CFSAN006241"",""CIES-11-1038"",""SRS476377""",,"avrA=MISTRANSLATION,gtgA=MISTRANSLATION,invA=COMPLETE,iroB=COMPLETE,iroC=COMPLETE,lpfB=COMPLETE,sinH=COMPLETE,sseK2=COMPLETE,sspH2=COMPLETE",PRJNA186035,PDG000000002.3741,
Salmonella enterica,water,water,environmental/other,CFSAN006264,Salmonella enterica subsp. enterica serovar Agona,Complete Genome,GCA_018339615.1,1,2012/8/9,environmental,Mexico,,28901,58095,2021-05-11T14:12:07Z,"""12-CIES-0616"",""12-INO-AGUA-731"",""CFSAN006264"",""CIES-12-0616"",""SRS504612""",,"avrA=COMPLETE,invA=COMPLETE,iroB=COMPLETE,iroC=COMPLETE,lpfB=COMPLETE,sinH=COMPLETE",PRJNA186035,PDG000000002.3741,
Salmonella enterica,water,water,environmental/other,CFSAN006269,Salmonella enterica subsp. enterica serovar Javiana,Complete Genome,GCA_018339635.1,2,2011/11/22,environmental,Mexico,,28901,363569,2021-05-11T14:13:07Z,"""11-CIES-1033"",""11-INO-AGU-202"",""CFSAN006269"",""CIES-11-1033"",""SRS930486""",,"cdtB=COMPLETE,invA=COMPLETE,iroB=COMPLETE,iroC=COMPLETE,sinH=COMPLETE",PRJNA186035,PDG000000002.3741,
Salmonella enterica,water,water,environmental/other,CFSAN006238,Salmonella enterica subsp. enterica serovar Javiana,Complete Genome,GCA_018339655.1,2,2013/5/13,environmental,Mexico,,28901,363569,2021-05-11T14:13:13Z,"""13-CIES-0267"",""13-INO-AGUA-578"",""CFSAN006238"",""CIES-13-0267"",""SRS476375""",,"cdtB=COMPLETE,invA=COMPLETE,iroB=COMPLETE,iroC=COMPLETE,sinH=COMPLETE",PRJNA186035,PDG000000002.3741,
Salmonella enterica,water,water,environmental/other,CFSAN024522,Salmonella enterica,Complete Genome,GCA_018340275.1,1,2011/11/14,environmental,Mexico,,28901,28901,2021-05-11T14:59:07Z,"""11-CIES-0999"",""11-INO-AGU-158 R SS"",""CFSAN024522"",""SRS930509""",,"avrA=PARTIAL,invA=COMPLETE,iroB=COMPLETE,iroC=COMPLETE,lpfB=COMPLETE,sinH=COMPLETE,sseK2=COMPLETE,sspH2=COMPLETE",PRJNA186035,PDG000000002.3741,
Salmonella enterica,water,water,environmental/other,CFSAN024517,Salmonella enterica subsp. enterica serovar Muenchen,Complete Genome,GCA_018340335.1,1,2011/11/14,environmental,Mexico,,28901,596,2021-05-11T15:01:08Z,"""11-CIES-0994"",""11-INO-AGU-156 R HK"",""CFSAN024517"",""SRS930478""",,"avrA=PARTIAL,invA=COMPLETE,iroB=COMPLETE,iroC=COMPLETE,lpfB=COMPLETE,sinH=COMPLETE,sseK2=COMPLETE,sspH2=COMPLETE",PRJNA186035,PDG000000002.3741,
Salmonella enterica,water,water,environmental/other,CFSAN024515,Salmonella enterica subsp. enterica serovar Newport,Complete Genome,GCA_018340355.1,1,2011/11/4,environmental,Mexico,,28901,108619,2021-05-11T15:01:14Z,"""11-CIES-0969"",""11-INO-AGU-138 R HK"",""CFSAN024515"",""SRS930480""",,"avrA=COMPLETE,invA=COMPLETE,iroB=COMPLETE,iroC=COMPLETE,lpfB=COMPLETE,sinH=COMPLETE,sseK2=COMPLETE,sspH2=COMPLETE",PRJNA186035,PDG000000002.3741,
Salmonella enterica,water,water,environmental/other,CFSAN008848,Salmonella enterica subsp. enterica serovar Schwarzengrund,Complete Genome,GCA_018340505.1,1,2012/10/16,environmental,USA,,28901,340190,2021-05-11T15:04:07Z,"""CFSAN008848"",""SRS652828""",,"avrA=COMPLETE,cdtB=COMPLETE,invA=COMPLETE,iroB=COMPLETE,iroC=COMPLETE,sinH=COMPLETE",PRJNA186035,PDG000000002.3741,USA:VA
Salmonella enterica,water,water,environmental/other,CFSAN029958,Salmonella enterica,Complete Genome,GCA_006019175.2,2,2014/8/5,environmental,USA,,28901,28901,2021-05-24T12:08:21Z,"""CFSAN029958"",""SRS940138""",,"avrA=COMPLETE,gtgA=COMPLETE,invA=COMPLETE,iroB=COMPLETE,iroC=COMPLETE,lpfB=COMPLETE,sinH=COMPLETE,sodC1=COMPLETE,spvD=COMPLETE,sseK2=COMPLETE,sseK3=COMPLETE,sspH2=COMPLETE",PRJNA186035,PDG000000002.3741,USA:NC
Salmonella enterica,water,water,environmental/other,CFSAN073553,Salmonella enterica,Complete Genome,GCA_006315305.2,1,17-Sep,environmental,USA,,28901,28901,2021-05-28T13:52:07Z,"""CFSAN073553"",""SRS2995165""",,"avrA=COMPLETE,invA=COMPLETE,iroB=COMPLETE,iroC=COMPLETE,lpfB=COMPLETE,sseK2=COMPLETE,sspH2=COMPLETE",PRJNA186035,PDG000000002.3741,USA:VA
