Organism group,Isolation_source,Isolation_source_1,Isolation type,Strain,Scientific name,Level,Assembly,Contigs,Collection date,Source type,Location,Host,Species TaxID,TaxID,Create date,Isolate identifiers,Host disease,Virulence genotypes,BioProject,K-mer group,Food origin
Klebsiella pneumoniae,blood,blood,clinical,Kp13,Klebsiella pneumoniae subsp. pneumoniae Kp13,Complete Genome,GCA_000512165.1,7,2009,,Brazil,Homo sapiens,573,1123862,2013-12-30T17:50:35Z,"""CP003999"",""Kp13""",,"ybtP=COMPLETE,ybtQ=COMPLETE",PRJNA78291,PDG000000012.2207,
Klebsiella pneumoniae,blood,blood,clinical,PMK1,Klebsiella pneumoniae,Complete Genome,GCA_000764615.1,5,2011/8/16,,Nepal,Homo sapiens,573,573,2014-10-08T14:53:34Z,"""PMK1"",""SRS655051""",Klebsiella pneumoniae [K. pneumoniae] as the cause of diseases classified elsewhere,"ybtP=COMPLETE,ybtQ=COMPLETE",PRJNA253300,PDG000000012.2207,
Klebsiella pneumoniae,blood,blood,clinical,KpN06,Klebsiella pneumoniae,Complete Genome,GCA_001456095.3,5,2013/9/19,,Canada: Calgary,Homo sapiens,573,573,2016-05-12T17:29:15Z,"""KpN06""",unkown,,PRJNA298912,PDG000000012.2207,
Klebsiella pneumoniae,blood,blood,clinical,RJF999,Klebsiella pneumoniae subsp. pneumoniae,Complete Genome,GCA_001529935.1,2,2015/1/26,,China: Shanghai,Homo sapiens,573,72407,2016-01-22T19:32:10Z,"""RJF999""",Coronary heart disease,"clbB=COMPLETE,clbN=COMPLETE,iroB=COMPLETE,iroC=COMPLETE,iroD=COMPLETE,iroN=COMPLETE,iucA=COMPLETE,iucB=COMPLETE,iucC=COMPLETE,iutA=COMPLETE,mchF=COMPLETE,peg-344=COMPLETE,rmpA=COMPLETE,rmpC=COMPLETE,rmpD=COMPLETE,ybtP=COMPLETE,ybtQ=COMPLETE",PRJNA307276,PDG000000012.2207,
Klebsiella pneumoniae,blood,blood,clinical,RJF293,Klebsiella pneumoniae subsp. pneumoniae,Complete Genome,GCA_001530015.1,2,2014/9/8,,China: Shanghai,Homo sapiens,573,72407,2016-01-22T19:36:50Z,"""RJF293""",Gastric remnant cancer,"iroB=COMPLETE,iroC=COMPLETE,iroD=COMPLETE,iroN=COMPLETE,iucA=COMPLETE,iucB=COMPLETE,iucC=COMPLETE,iutA=COMPLETE,peg-344=COMPLETE,rmpA=COMPLETE,rmpC=COMPLETE,rmpD=COMPLETE,ybtP=COMPLETE,ybtQ=COMPLETE",PRJNA307277,PDG000000012.2207,
Klebsiella pneumoniae,blood,blood,clinical,,Klebsiella pneumoniae,Complete Genome,GCA_001705385.1,4,2010/7/28,,Switzerland: Basel,Homo sapiens,573,573,2016-08-16T17:52:07Z,"""KPC-3 blood isolate 2"",""blood sample 2""",septicemia,,PRJNA322244,PDG000000012.2207,
Klebsiella pneumoniae,blood,blood,clinical,ED23,Klebsiella pneumoniae,Complete Genome,GCA_001708225.1,2,2006,,Taiwan,Homo sapiens,573,573,2016-08-22T15:10:09Z,"""ED23""",,"iroB=COMPLETE,iroC=COMPLETE,iroD=COMPLETE,iroN=COMPLETE,iucA=COMPLETE,iucB=COMPLETE,iucC=COMPLETE,iutA=COMPLETE,peg-344=COMPLETE,rmpA=PARTIAL,rmpC=COMPLETE,rmpD=COMPLETE,ybtP=COMPLETE,ybtQ=COMPLETE",PRJNA330755,PDG000000012.2207,
Klebsiella pneumoniae,blood,blood,clinical,ED2,Klebsiella pneumoniae,Complete Genome,GCA_001708245.1,1,2006,,Taiwan,Homo sapiens,573,573,2016-08-22T15:18:03Z,"""ED2""",,"clbB=COMPLETE,clbN=COMPLETE,mchF=COMPLETE,ybtP=COMPLETE,ybtQ=COMPLETE",PRJNA330755,PDG000000012.2207,
Klebsiella pneumoniae,blood,blood,clinical,G747,Klebsiella quasipneumoniae subsp. similipneumoniae,Complete Genome,GCA_002187935.3,6,2013/2/25,,Nigeria,Homo sapiens,1463165,1463164,2018-12-14T14:29:06Z,"""G747"",""GCID_KLEB_00050"",""SRS2169235""",Sepsis,,PRJNA351846,PDG000000012.2207,
Klebsiella pneumoniae,blood,blood,clinical,G4584,Klebsiella quasipneumoniae,Complete Genome,GCA_002239895.2,7,2016/4/15,,Nigeria,Homo sapiens,1463165,1463165,2018-12-06T12:52:09Z,"""G4584"",""GCID_KLEB_00068"",""SRS2288014""",Sepsis,,PRJNA351846,PDG000000012.2207,
Klebsiella pneumoniae,blood,blood,clinical,VBA2172,Klebsiella pneumoniae,Complete Genome,GCA_002300675.2,7,2016,,India,Homo sapiens,573,573,2019-02-28T16:52:18Z,"""CMC_VBA2172"",""VBA2172""",Bacteremia,"ybtP=COMPLETE,ybtQ=COMPLETE",PRJNA400676,PDG000000012.2207,
Klebsiella pneumoniae,blood,blood,clinical,INF157,Klebsiella pneumoniae,Complete Genome,GCA_002753075.1,7,13-Aug,,Australia,Homo sapiens,573,573,2017-11-06T17:01:04Z,"""ERS710906"",""INF157"",""INF157-sc-2280004""",,"ybtP=COMPLETE,ybtQ=COMPLETE",PRJNA351909,PDG000000012.2207,
Klebsiella pneumoniae,blood,blood,clinical,KP1766,Klebsiella pneumoniae,Complete Genome,GCA_002833465.1,3,16-Dec,,USA: New York City,Homo sapiens,573,573,2017-12-12T12:52:06Z,"""KP1766"",""SRS2735982""",,,PRJNA420753,PDG000000012.2207,
Klebsiella pneumoniae,blood,blood,clinical,BA28434,Klebsiella pneumoniae,Complete Genome,GCA_002909775.2,8,2017,,India,Homo sapiens,573,573,2019-02-28T16:55:19Z,"""BA28434"",""CMC_VBA28434""",Bacteremia,"iucA=COMPLETE,iucB=COMPLETE,iucC=COMPLETE,iucD=COMPLETE,iutA=COMPLETE,ybtP=COMPLETE,ybtQ=COMPLETE",PRJNA427764,PDG000000012.2207,
Klebsiella pneumoniae,blood,blood,clinical,BR7,Klebsiella pneumoniae subsp. pneumoniae,Complete Genome,GCA_002951555.1,2,2009,,Brazil: Rio de Janeiro,Homo sapiens,573,72407,2018-02-27T06:08:11Z,"""BR7""",bloodstream infection,,PRJNA358426,PDG000000012.2207,
Klebsiella pneumoniae,blood,blood,clinical,BA2275,Klebsiella pneumoniae,Complete Genome,GCA_002967795.2,5,2018,,India,Homo sapiens,573,573,2020-05-27T17:15:08Z,"""BA2275"",""CMC_VBA2275""",Bacteremia,"ybtP=COMPLETE,ybtQ=COMPLETE",PRJNA400267,PDG000000012.2207,
Klebsiella pneumoniae,blood,blood,clinical,KC-Pl-HB1,Klebsiella pneumoniae subsp. pneumoniae,Complete Genome,GCA_003330945.1,2,17-Apr,,South Korea: Yellow sea,Phoca largha,573,72407,2018-07-20T12:52:07Z,"""KC-Pl-HB1"",""Klebsiella pneumoniae subsp. pneumoniae strain KC-Pl-HB1""",Septicemia,"iroB=COMPLETE,iroC=COMPLETE,iroD=COMPLETE,iroN=COMPLETE,iucA=COMPLETE,iucB=COMPLETE,iucC=COMPLETE,iutA=COMPLETE,peg-344=COMPLETE,rmpA=COMPLETE,rmpC=COMPLETE,rmpD=COMPLETE",PRJNA480538,PDG000000012.2207,
Klebsiella pneumoniae,blood,blood,clinical,,Klebsiella pneumoniae,Complete Genome,GCA_003855315.1,8,2014,,Norway,Homo sapiens,573,573,2018-12-02T12:57:06Z,"""ERS2874465"",""KP_NORM_BLD_2014_104014""",,"iucA=COMPLETE,iucB=COMPLETE,iucC=COMPLETE,iutA=COMPLETE,ybtP=COMPLETE,ybtQ=COMPLETE",PRJNA505543,PDG000000012.2207,
Klebsiella pneumoniae,blood,blood,clinical,KP17-15,Klebsiella pneumoniae,Complete Genome,GCA_003855535.1,1,2017/11/3,,China: Henan,Homo sapiens,573,573,2018-12-02T13:52:06Z,"""KP17-15"",""Klebsiella pneumoniae KP17-15""",pulmonary infection,"ybtP=COMPLETE,ybtQ=COMPLETE",PRJNA505940,PDG000000012.2207,
Klebsiella pneumoniae,blood,blood,clinical,cr-hvkp3,Klebsiella pneumoniae,Complete Genome,GCA_003932915.1,3,2014/8/1,,China:beijing,Homo sapiens,573,573,2018-12-10T16:06:32Z,"""beiyisample"",""cr-hvkp3""",blood stream infection,"clbB=COMPLETE,clbN=COMPLETE,iroB=COMPLETE,iroC=COMPLETE,iroD=COMPLETE,iroN=COMPLETE,iucA=COMPLETE,iucB=COMPLETE,iucC=COMPLETE,iutA=COMPLETE,peg-344=COMPLETE,rmpA=COMPLETE,rmpC=COMPLETE,rmpD=COMPLETE,ybtP=COMPLETE,ybtQ=COMPLETE",PRJNA351750,PDG000000012.2207,
Klebsiella pneumoniae,blood,blood,clinical,NB5306,Klebsiella pneumoniae,Complete Genome,GCA_004006035.1,6,2014/9/24,,China: Ningbo,Homo sapiens,573,573,2019-01-09T12:52:19Z,"""Klebsiella pneumoniae strain NB5306"",""NB5306""",bloodstream infection,,PRJNA512142,PDG000000012.2207,
Klebsiella pneumoniae,blood,blood,clinical,F138,Klebsiella pneumoniae,Complete Genome,GCA_004120095.1,4,2014/12/2,,China: Fujian Province,Homo sapiens,573,573,2019-01-30T14:55:08Z,"""F138""",pulmonary infection,"ybtP=COMPLETE,ybtQ=COMPLETE",PRJNA430911,PDG000000012.2207,
Klebsiella pneumoniae,blood,blood,clinical,BG4823,Klebsiella pneumoniae,Complete Genome,GCA_049354245.1,4,2024,,Bulgaria: Sofia,Homo sapiens,573,573,2025-04-08T15:27:33Z,"""4823"",""BG4823"",""SRS22890917""",,"ybtP=COMPLETE,ybtQ=COMPLETE",PRJNA1178099,PDG000000012.2207,
Klebsiella pneumoniae,blood,blood,clinical,IITJ_BC135,Klebsiella pneumoniae,Complete Genome,GCA_049532455.1,7,2020/8/7,,India: Jodhpur,Homo sapiens,573,573,2025-04-12T12:05:17Z,"""BC135"",""IITJ_BC135""",Neonatal sepsis,"ybtP=COMPLETE,ybtQ=COMPLETE",PRJNA735900,PDG000000012.2207,
Klebsiella pneumoniae,blood,blood,clinical,IITJ_BC716,Klebsiella pneumoniae,Complete Genome,GCA_049532475.1,6,2020/9/2,,India: Jodhpur,Homo sapiens,573,573,2025-04-12T12:20:33Z,"""BC716"",""IITJ_BC716""",Neonatal sepsis,"ybtP=COMPLETE,ybtQ=COMPLETE",PRJNA735900,PDG000000012.2207,
Klebsiella pneumoniae,blood,blood,clinical,IITJ_BC21,Klebsiella pneumoniae,Complete Genome,GCA_049532485.1,11,2021/9/1,,India: Jodhpur,Homo sapiens,573,573,2025-04-12T12:20:40Z,"""BC21"",""IITJ_BC21""",Sepsis,"ybtP=COMPLETE,ybtQ=COMPLETE",PRJNA735900,PDG000000012.2207,
Klebsiella pneumoniae,blood,blood,clinical,IITJ_BC356,Klebsiella pneumoniae,Complete Genome,GCA_049532495.1,2,2020/8/15,,India: Jodhpur,Homo sapiens,573,573,2025-04-12T12:35:49Z,"""BC356"",""IITJ_BC356""",Bloodstream infection,"ybtP=COMPLETE,ybtQ=COMPLETE",PRJNA735900,PDG000000012.2207,
Klebsiella pneumoniae,blood,blood,clinical,IITJ_BC387,Klebsiella pneumoniae,Complete Genome,GCA_049532505.1,4,2020/8/16,,India: Jodhpur,Homo sapiens,573,573,2025-04-12T12:35:56Z,"""BC387"",""IITJ_BC387""",Neonatal sepsis,"ybtP=COMPLETE,ybtQ=COMPLETE",PRJNA735900,PDG000000012.2207,
Klebsiella pneumoniae,blood,blood,clinical,CRKP-Blood1,Klebsiella pneumoniae,Complete Genome,GCA_049532825.1,4,18-Oct,,China,Homo sapiens,573,573,2025-04-12T16:39:38Z,"""CRKP-Blood1""",,"iroN=PARTIAL,iucA=COMPLETE,iucB=COMPLETE,iucC=COMPLETE,iutA=COMPLETE,peg-344=COMPLETE,rmpA=COMPLETE,rmpC=COMPLETE,rmpD=COMPLETE,ybtP=COMPLETE,ybtQ=COMPLETE",PRJNA664283,PDG000000012.2207,
Klebsiella pneumoniae,blood,blood,clinical,AMC29-7E,Klebsiella pneumoniae,Complete Genome,GCA_049545095.1,3,2019/6/11,,South Korea: Seoul,Homo sapiens,573,573,2025-04-13T16:06:37Z,"""AMC29-7E""",BSI,"ybtP=COMPLETE,ybtQ=COMPLETE",PRJNA1230115,PDG000000012.2207,
Klebsiella pneumoniae,blood,blood,clinical,AMC30-4I,Klebsiella pneumoniae,Complete Genome,GCA_049545125.1,2,2019/7/18,,South Korea: Seoul,Homo sapiens,573,573,2025-04-13T16:21:47Z,"""AMC30-4I""",BSI,,PRJNA1230115,PDG000000012.2207,
Klebsiella pneumoniae,blood,blood,clinical,AMC29-7G,Klebsiella pneumoniae,Complete Genome,GCA_049545115.1,4,2019/6/19,,South Korea: Seoul,Homo sapiens,573,573,2025-04-13T16:21:47Z,"""AMC29-7G""",BSI,"ybtP=COMPLETE,ybtQ=COMPLETE",PRJNA1230115,PDG000000012.2207,
Listeria monocytogenes,blood,blood,clinical,Lm 3136,Listeria monocytogenes,Complete Genome,GCA_001483425.1,1,2005,,Switzerland,Homo sapiens,1639,1639,2015-12-30T17:52:12Z,"""Lm 3136""",Listeriosis,"ami=COMPLETE,aut=COMPLETE,inl-lmo0514=COMPLETE,inl-lmo0610=COMPLETE,inlA=HMM,inlB=COMPLETE,inlC=COMPLETE,inlD=COMPLETE,inlE=COMPLETE,inlF=COMPLETE,inlG=COMPLETE,inlI=COMPLETE,inlK=COMPLETE,inlL=COMPLETE,inlP=COMPLETE,lntA=COMPLETE,vip=COMPLETE",PRJNA306208,PDG000000001.4405,
Listeria monocytogenes,blood,blood,clinical,19-07396,Listeria monocytogenes,Complete Genome,GCA_052816965.1,1,2019,,Germany,Homo sapiens,1639,1639,2025-09-24T18:46:37Z,"""19-07396"",""Listeria monocytogenes clinical isolate 19-07396""",listeriosis,"inl-lmo0514=COMPLETE,inlA=HMM,inlB=COMPLETE,inlC=COMPLETE,inlI=COMPLETE,inlK=HMM,inlP=COMPLETE,lntA=COMPLETE,vip=HMM",PRJNA1155144,PDG000000001.4405,
Listeria monocytogenes,blood,blood,clinical,20-01921,Listeria monocytogenes,Complete Genome,GCA_052817415.1,1,2020,,Germany,Homo sapiens,1639,1639,2025-09-24T19:08:49Z,"""20-01921"",""Listeria monocytogenes clinical isolate 20-01921""",listeriosis,"ami=COMPLETE,aut=COMPLETE,inl-lmo0514=COMPLETE,inl-lmo0610=COMPLETE,inlA=HMM,inlB=COMPLETE,inlC=COMPLETE,inlD=COMPLETE,inlE=COMPLETE,inlF=COMPLETE,inlG=COMPLETE,inlI=COMPLETE,inlK=COMPLETE,inlL=COMPLETE,inlP=COMPLETE,lntA=COMPLETE",PRJNA1155148,PDG000000001.4405,
Listeria monocytogenes,blood,blood,clinical,21-01331,Listeria monocytogenes,Complete Genome,GCA_052817735.1,1,2021,,Germany,Homo sapiens,1639,1639,2025-09-24T19:24:11Z,"""21-01331"",""Listeria monocytogenes clinical isolate 21-01331""",listeriosis,"ami=COMPLETE,aut=COMPLETE,inl-lmo0514=COMPLETE,inl-lmo0610=COMPLETE,inlA=HMM,inlB=COMPLETE,inlC=COMPLETE,inlD=COMPLETE,inlE=COMPLETE,inlF=COMPLETE,inlG=COMPLETE,inlI=COMPLETE,inlK=COMPLETE,inlL=COMPLETE,inlP=COMPLETE,lntA=COMPLETE",PRJNA1155154,PDG000000001.4405,
Listeria monocytogenes,blood,blood,clinical,21-01577,Listeria monocytogenes,Complete Genome,GCA_052817895.1,1,2021,,Germany,Homo sapiens,1639,1639,2025-09-24T19:32:26Z,"""21-01577"",""Listeria monocytogenes clinical isolate 21-01577""",listeriosis,"ami=COMPLETE,aut=COMPLETE,inl-lmo0514=COMPLETE,inl-lmo0610=COMPLETE,inlA=HMM,inlB=COMPLETE,inlC=COMPLETE,inlD=COMPLETE,inlE=COMPLETE,inlF=COMPLETE,inlG=COMPLETE,inlI=COMPLETE,inlK=COMPLETE,inlL=COMPLETE,inlP=COMPLETE,lntA=COMPLETE,vip=COMPLETE",PRJNA1155155,PDG000000001.4405,
Listeria monocytogenes,blood,blood,clinical,21-04273,Listeria monocytogenes,Complete Genome,GCA_052818045.1,1,2021,,Germany,Homo sapiens,1639,1639,2025-09-24T19:39:30Z,"""21-04273"",""Listeria monocytogenes clinical isolate 21-04273""",listeriosis,"ami=COMPLETE,aut=COMPLETE,inl-lmo0514=COMPLETE,inl-lmo0610=COMPLETE,inlA=HMM,inlB=COMPLETE,inlC=COMPLETE,inlD=COMPLETE,inlE=COMPLETE,inlF=COMPLETE,inlG=COMPLETE,inlI=COMPLETE,inlK=COMPLETE,inlL=COMPLETE,inlP=COMPLETE,lntA=COMPLETE",PRJNA1155156,PDG000000001.4405,
Listeria monocytogenes,blood,blood,clinical,21-04322,Listeria monocytogenes,Complete Genome,GCA_052818285.1,1,2021,,Germany,Homo sapiens,1639,1639,2025-09-24T19:47:44Z,"""21-04322"",""Listeria monocytogenes clinical isolate 21-04322""",listeriosis,"ami=COMPLETE,aut=COMPLETE,inl-lmo0514=MISTRANSLATION,inl-lmo0610=COMPLETE,inlA=HMM,inlB=COMPLETE,inlC=COMPLETE,inlD=COMPLETE,inlE=COMPLETE,inlF=COMPLETE,inlG=COMPLETE,inlI=COMPLETE,inlK=COMPLETE,inlL=COMPLETE,inlP=COMPLETE,lntA=COMPLETE",PRJNA1155157,PDG000000001.4405,
Listeria monocytogenes,blood,blood,clinical,21-05804,Listeria monocytogenes,Complete Genome,GCA_052818885.1,1,2021,,Germany,Homo sapiens,1639,1639,2025-09-24T20:10:15Z,"""21-05804"",""Listeria monocytogenes clinical isolate 21-05804""",listeriosis,"ami=COMPLETE,aut=COMPLETE,inl-lmo0514=COMPLETE,inlA=HMM,inlB=COMPLETE,inlC=COMPLETE,inlI=COMPLETE,inlK=COMPLETE,inlP=COMPLETE,lntA=MISTRANSLATION,vip=HMM",PRJNA1155163,PDG000000001.4405,
Listeria monocytogenes,blood,blood,clinical,21-05975,Listeria monocytogenes,Complete Genome,GCA_052819305.1,1,2021,,Germany,Homo sapiens,1639,1639,2025-09-24T20:18:48Z,"""21-05975"",""Listeria monocytogenes clinical isolate 21-05975""",listeriosis,"ami=COMPLETE,aut=COMPLETE,inl-lmo0514=COMPLETE,inlA=HMM,inlB=COMPLETE,inlC=COMPLETE,inlI=COMPLETE,inlK=COMPLETE,inlP=COMPLETE,lntA=MISTRANSLATION,vip=HMM",PRJNA1155166,PDG000000001.4405,
Listeria monocytogenes,blood,blood,clinical,21-06248,Listeria monocytogenes,Complete Genome,GCA_052819535.1,1,2021,,Germany,Homo sapiens,1639,1639,2025-09-24T20:25:31Z,"""21-06248"",""Listeria monocytogenes clinical isolate 21-06248""",listeriosis,"inl-lmo0514=COMPLETE,inlA=HMM,inlB=COMPLETE,inlC=COMPLETE,inlI=COMPLETE,inlK=COMPLETE,inlP=COMPLETE,lntA=COMPLETE,vip=HMM",PRJNA1155167,PDG000000001.4405,
Listeria monocytogenes,blood,blood,clinical,21-06533,Listeria monocytogenes,Complete Genome,GCA_052819685.1,1,2021,,Germany,Homo sapiens,1639,1639,2025-09-24T20:34:05Z,"""21-06533"",""Listeria monocytogenes clinical isolate 21-06533""",listeriosis,"ami=COMPLETE,aut=COMPLETE,inl-lmo0514=COMPLETE,inl-lmo0610=COMPLETE,inlA=HMM,inlB=COMPLETE,inlC=COMPLETE,inlD=COMPLETE,inlE=COMPLETE,inlF=COMPLETE,inlI=COMPLETE,inlK=COMPLETE,inlP=COMPLETE,lntA=COMPLETE,vip=COMPLETE",PRJNA1155170,PDG000000001.4405,
Listeria monocytogenes,blood,blood,clinical,22-03689,Listeria monocytogenes,Complete Genome,GCA_052819795.1,1,2022,,Germany,Homo sapiens,1639,1639,2025-09-24T20:41:00Z,"""22-03689"",""Listeria monocytogenes clinical isolate 22-03689""",listeriosis,"inl-lmo0514=COMPLETE,inlA=HMM,inlB=COMPLETE,inlC=COMPLETE,inlI=COMPLETE,inlK=COMPLETE,inlP=COMPLETE,lntA=COMPLETE,vip=HMM",PRJNA1155171,PDG000000001.4405,
Listeria monocytogenes,blood,blood,clinical,23-01209,Listeria monocytogenes,Complete Genome,GCA_052819985.1,1,2023,,Germany,Homo sapiens,1639,1639,2025-09-24T20:49:29Z,"""23-01209"",""Listeria monocytogenes clinical isolate 23-01209""",listeriosis,"inl-lmo0514=COMPLETE,inlA=HMM,inlB=COMPLETE,inlC=COMPLETE,inlI=COMPLETE,inlK=COMPLETE,inlP=COMPLETE,lntA=COMPLETE,vip=HMM",PRJNA1155175,PDG000000001.4405,
Listeria monocytogenes,blood,blood,clinical,PNUSAL001934,Listeria monocytogenes,Complete Genome,GCA_052927885.1,2,15-Nov,human,USA,,1639,1639,2025-09-30T21:10:12Z,"""PNUSAL001934"",""SRS1229239""",,"ami=COMPLETE,aut=COMPLETE,inl-lmo0514=COMPLETE,inlA=HMM,inlB=COMPLETE,inlC=COMPLETE,inlI=COMPLETE,inlK=COMPLETE,inlP=COMPLETE,lntA=MISTRANSLATION,vip=HMM",PRJNA1234602,PDG000000001.4405,
Listeria monocytogenes,blood,blood,clinical,PNUSAL001706,Listeria monocytogenes,Complete Genome,GCA_052927245.1,1,15-Aug,human,USA,,1639,1639,2025-10-03T09:35:06Z,"""PNUSAL001706"",""SRS1064004""",,"inl-lmo0514=COMPLETE,inlB=COMPLETE,inlC=COMPLETE,inlI=COMPLETE,inlK=COMPLETE,inlP=COMPLETE,lntA=COMPLETE",PRJNA1234602,PDG000000001.4405,
Listeria monocytogenes,blood,blood,clinical,PNUSAL001080,Listeria monocytogenes,Complete Genome,GCA_052927265.1,1,14-Sep,human,USA,,1639,1639,2025-10-03T09:35:06Z,"""PNUSAL001080"",""SRS748615""",,"inl-lmo0514=COMPLETE,inlB=COMPLETE,inlC=COMPLETE,inlI=COMPLETE,inlK=COMPLETE,inlP=COMPLETE,lntA=COMPLETE",PRJNA1234602,PDG000000001.4405,
Listeria monocytogenes,blood,blood,clinical,PNUSAL000214,Listeria monocytogenes,Complete Genome,GCA_052927425.1,1,13-Sep,human,USA,Homo sapiens,1639,1639,2025-10-03T09:35:07Z,"""PNUSAL000214"",""SRS518056""",Listeriosis,"ami=COMPLETE,aut=COMPLETE,inl-lmo0514=COMPLETE,inl-lmo0610=COMPLETE,inlB=COMPLETE,inlC=COMPLETE,inlD=COMPLETE,inlE=COMPLETE,inlI=PARTIAL,inlK=COMPLETE,lntA=COMPLETE,vip=COMPLETE",PRJNA1234602,PDG000000001.4405,
Listeria monocytogenes,blood,blood,clinical,PNUSAL001716,Listeria monocytogenes,Complete Genome,GCA_052927515.1,1,15-Aug,human,USA,,1639,1639,2025-10-03T09:35:07Z,"""PNUSAL001716"",""SRS1093186""",,"ami=COMPLETE,aut=COMPLETE,inl-lmo0514=COMPLETE,inl-lmo0610=COMPLETE,inlB=COMPLETE,inlC=COMPLETE,inlD=COMPLETE,inlE=COMPLETE,inlF=COMPLETE,inlG=COMPLETE,inlI=COMPLETE,inlK=COMPLETE,inlL=COMPLETE,inlP=COMPLETE,lntA=COMPLETE",PRJNA1234602,PDG000000001.4405,
Listeria monocytogenes,blood,blood,clinical,PNUSAL003272,Listeria monocytogenes,Complete Genome,GCA_052927625.1,2,17-Aug,human,USA,,1639,1639,2025-10-03T09:35:08Z,"""PNUSAL003272"",""SRS2461771""",,"ami=COMPLETE,aut=COMPLETE,inl-lmo0514=PARTIAL,inl-lmo0610=COMPLETE,inlB=COMPLETE,inlC=COMPLETE,inlD=COMPLETE,inlE=COMPLETE,inlF=COMPLETE,inlG=COMPLETE,inlI=COMPLETE,inlK=COMPLETE,inlP=COMPLETE,lntA=COMPLETE",PRJNA1234602,PDG000000001.4405,
Listeria monocytogenes,blood,blood,clinical,PNUSAL000762,Listeria monocytogenes,Complete Genome,GCA_052927785.1,1,5-Sep,human,USA,,1639,1639,2025-10-03T09:35:09Z,"""PNUSAL000762"",""SRS637263""",,"ami=COMPLETE,aut=COMPLETE,inl-lmo0514=COMPLETE,inlB=COMPLETE,inlC=COMPLETE,inlI=COMPLETE,inlK=COMPLETE,inlP=COMPLETE,lntA=MISTRANSLATION",PRJNA1234602,PDG000000001.4405,
Listeria monocytogenes,blood,blood,clinical,PNUSAL000816,Listeria monocytogenes,Complete Genome,GCA_052927815.1,1,12-Jan,human,USA,,1639,1639,2025-10-03T09:35:09Z,"""PNUSAL000816"",""SRS662456""",,"inl-lmo0514=COMPLETE,inlB=COMPLETE,inlC=COMPLETE,inlI=COMPLETE,inlK=COMPLETE,inlP=COMPLETE,lntA=COMPLETE",PRJNA1234602,PDG000000001.4405,
Listeria monocytogenes,blood,blood,clinical,PNUSAL001914,Listeria monocytogenes,Complete Genome,GCA_052927805.1,2,15-Oct,human,USA,,1639,1639,2025-10-03T09:35:09Z,"""PNUSAL001914"",""SRS1229240""",,"ami=COMPLETE,aut=COMPLETE,inl-lmo0514=COMPLETE,inl-lmo0610=COMPLETE,inlB=COMPLETE,inlC=COMPLETE,inlD=COMPLETE,inlE=COMPLETE,inlF=COMPLETE,inlG=COMPLETE,inlI=COMPLETE,inlK=COMPLETE,inlP=COMPLETE,lntA=COMPLETE,vip=COMPLETE",PRJNA1234602,PDG000000001.4405,
Morganella morganii,blood,blood,clinical,229813,Morganella morganii subsp. morganii,Complete Genome,GCA_011465095.1,1,2017,,China: Nanjing,Homo sapiens,582,180434,2020-03-19T14:25:28Z,"""171229813"",""229813""",Severe pancreatitis,,PRJNA565832,PDG000000020.449,
Neisseria gonorrhoeae,blood,blood,clinical,2022NG-0076,Neisseria gonorrhoeae,Complete Genome,GCA_029378435.1,2,2022,,USA,Homo sapiens,485,485,2023-03-24T15:51:23Z,"""2022NG-0076"",""SRS16909559""",,,PRJNA812922,PDG000000032.563,
Neisseria meningitidis,blood,blood,clinical,331401,Neisseria meningitidis,Complete Genome,GCA_001750825.1,1,2013/5/13,,China: Zhejiang province,Homo sapiens,487,487,2016-10-03T17:58:04Z,"""331401""",bacterial meningitis,,PRJNA294349,PDG000000097.306,
Neisseria meningitidis,blood,blood,clinical,AUSMDU00005726,Neisseria meningitidis,Complete Genome,GCA_009664675.1,1,2016,,Australia,Homo sapiens,487,487,2019-11-17T14:17:07Z,"""AUSMDU00005726"",""SRS5709780""",,,PRJNA556438,PDG000000097.306,
Neisseria meningitidis,blood,blood,clinical,AUSMDU00010537,Neisseria meningitidis,Complete Genome,GCA_009664695.1,1,2014,,Australia,Homo sapiens,487,487,2019-11-17T14:19:04Z,"""AUSMDU00010537"",""SRS5709779""",,,PRJNA556438,PDG000000097.306,
Neisseria meningitidis,blood,blood,clinical,LNP24198,Neisseria meningitidis,Complete Genome,GCA_014302495.1,1,2007,,France,Homo sapiens,487,487,2020-08-26T14:58:14Z,"""LNP24198""",,,PRJNA647881,PDG000000097.306,
Neisseria meningitidis,blood,blood,clinical,QH01,Neisseria meningitidis,Complete Genome,GCA_052162035.1,1,2024,,China: Qinghai,Homo sapiens,487,487,2025-08-20T16:24:15Z,"""QH01""",Meningitis,,PRJNA1304940,PDG000000097.306,
Neisseria meningitidis,blood,blood,clinical,QH02,Neisseria meningitidis,Complete Genome,GCA_052162045.1,1,2024,,China: Qinghai,Homo sapiens,487,487,2025-08-20T16:24:29Z,"""QH02""",Meningitis,,PRJNA1304940,PDG000000097.306,
Providencia alcalifaciens,blood,blood,clinical,MRSN 2154,Providencia stuartii MRSN 2154,Complete Genome,GCA_000259175.1,1,2011/3/4,,Afghanistan,Homo sapiens,588,1157951,2012-04-18T11:51:00Z,"""CP003488"",""MRSN 2154""",,,PRJNA88059,PDG000000021.1033,
