Rank,saliency_score,OG
1692,0.04704182595014572,COG0705
1693,0.06637503206729889,COG0135
1694,0.08072863519191742,COG2344
1695,0.06877188384532928,COG3338
1696,0.060426898300647736,29S6G
1697,0.06793764233589172,COG3601
1698,0.05635492503643036,COG0533
1699,0.06137627363204956,COG4454
1700,0.03129882737994194,2DXE3
1701,0.04214952886104584,COG1815
1702,0.09062626212835312,COG2190
1703,0.0988105833530426,COG3634
1704,0.06197419762611389,28X5D
1705,0.08836641907691956,2DQB2
1706,0.08347427845001221,COG0149
1707,0.09351719915866852,COG2715
1708,0.04274173825979233,COG2707
1709,0.050850480794906616,COG3764
1710,0.023202888667583466,COG1154
1711,0.058693014085292816,COG1039
1712,0.07148406654596329,COG0012
1713,0.04664254188537598,28XQN
1714,0.07529181241989136,COG4108
1715,0.05752318352460861,COG0740
1716,0.05091240257024765,2E71A
1717,0.05165780335664749,COG1755
1718,0.058338794857263565,COG0185
1719,0.07049407809972763,COG0060
1720,0.06863106787204742,COG1206
1721,0.08204507827758789,COG0720
1722,0.12023421376943588,COG0229
1723,0.14780399203300476,COG3361
1724,0.17071259021759033,COG1564
1725,0.10045516490936279,COG0758
1726,0.1651071459054947,COG0427
1727,0.12403830140829086,COG0129
1728,0.11344482749700546,COG2201
1729,0.08325991034507751,COG0445
1730,0.08388260006904602,COG3483
1731,0.08958421647548676,2BT7F
1732,0.017744209617376328,COG1086
1733,0.07528427243232727,COG2813
1734,0.008068282157182693,COG2327
1735,0.0612332820892334,2BJAS
1736,0.059268802404403687,COG1677
1737,0.08777989447116852,COG1472
1738,0.08886673301458359,29QVX
1739,0.06769833713769913,COG0138
1740,0.06651566922664642,COG1118
1741,0.08512728661298752,2EJE9
1742,0.08168606460094452,COG3679
1743,0.08468889445066452,2C8AD
1744,0.0869743600487709,COG2104
1745,0.0799054428935051,COG1910
1746,0.07035652548074722,COG1364
1747,0.07696180045604706,2DNWP
1748,0.08102288842201233,COG0094
1749,0.06801243126392365,COG0196
1750,0.07089346647262573,COG2162
1751,0.06308221071958542,COG4989
1752,0.04398782551288605,COG3878
1753,0.01759999804198742,2DNUM
1754,0.05603876709938049,COG2890
1755,0.05121225863695145,COG0442
1756,0.04528535529971123,28N49
1757,0.0658421516418457,COG1978
1758,0.057862889021635056,2E6IH
1759,0.023982182145118713,COG2604
1760,0.04129219800233841,2DMP1
1761,0.06892049312591553,2DJ18
1762,0.10691064596176147,COG1185
1763,0.1614883989095688,COG1211
1764,0.15897712111473083,COG3359
1765,0.1598147749900818,COG1655
1766,0.11623477935791016,2C2JF
1767,0.11345349252223969,COG3936
1768,0.10665036737918854,COG1619
1769,0.15417881309986115,COG0086
1770,0.13222387433052063,COG1464
1771,0.15699487924575806,COG1600
1772,0.09733842313289642,COG1893
1773,0.11534310132265091,COG1896
1774,0.07217064499855042,COG0165
1775,0.055029742419719696,COG0266
1776,0.057561106979846954,COG1442
1777,0.011399151757359505,2E7AE
1778,0.030253998935222626,COG1304
1779,0.03892539441585541,28IPR
1780,0.05224118009209633,2ARZ1
1781,0.06768549978733063,28NQ2
1782,0.10880930721759796,COG2719
1783,0.07793223857879639,COG0635
1784,0.07799319922924042,COG3540
1785,0.057863667607307434,2ESQT
1786,0.06941813975572586,2DC9T
1787,0.002586249727755785,2BGZ1
1788,0.05128305032849312,COG0035
1789,0.0724022313952446,COG2211
1790,0.04569866135716438,COG0220
1791,0.0798899233341217,COG3600
1792,0.035820767283439636,2EAVR
1793,0.04558282345533371,COG0190
1794,0.04237544536590576,COG5504
1795,0.047883354127407074,COG2264
1796,0.07303287088871002,COG2606
1797,0.06986917555332184,COG2382
1798,0.06795863807201385,COG4975
1799,0.07361781597137451,COG3857
1800,0.07749401032924652,COG3403
1801,0.07598918676376343,COG2160
1802,0.044438645243644714,COG1385
1803,0.04922226071357727,COG0821
1804,0.08813921362161636,COG1013
1805,0.07721765339374542,COG2268
1806,0.06599347293376923,2EK21
1807,0.09221316874027252,COG2720
1808,0.08462698757648468,2EKAM
1809,0.07969886064529419,COG0525
1810,0.12565554678440094,COG4869
1811,0.1008601039648056,COG1317
1812,0.156770721077919,28IB3
1813,0.08524159342050552,COG0379
1814,0.09483955800533295,COG1105
1815,0.08712754398584366,COG0324
1816,0.08475431799888611,COG0290
1817,0.08336135745048523,COG4508
1818,0.07882075011730194,COG4872
1819,0.08072827011346817,COG1179
1820,0.07714089751243591,COG4548
1821,0.07613258063793182,COG0522
1822,0.04211746156215668,COG0088
1823,0.05015861243009567,COG1074
1824,0.03241445869207382,COG3069
1825,0.002362529980018735,COG0212
1826,0.009928039275109768,COG0294
1827,0.0011307650711387396,COG2080
1828,0.004265970084816217,COG2320
1829,0.0020024660043418407,2DEM7
1830,0.04633001983165741,COG0222
1831,0.005173461977392435,2D69E
1832,0.012461015954613686,COG0822
1833,0.0075669060461223125,2E87D
1834,0.009550534188747406,2DKWS
1835,0.005545119754970074,COG0543
1836,0.00424661161378026,COG1017
1837,0.02241634577512741,2CH8T
1838,0.07805021107196808,COG3330
1839,0.07449863106012344,COG3564
1840,0.07237369567155838,28H95
1841,0.06872780621051788,2E294
1842,0.041138555854558945,COG4817
1843,0.05688964203000069,COG3751
1844,0.06179216504096985,COG0180
1845,0.0010106470435857773,COG1220
1846,0.016698770225048065,COG3411
1847,0.02148655243217945,COG1843
1848,0.04998750612139702,COG1766
1849,0.05942252278327942,2BSCA
1850,0.06679727137088776,COG0567
1851,0.06877057254314423,COG1283
1852,0.05851425230503082,COG1111
1853,0.05141161382198334,COG1080
1854,0.059001535177230835,2DT5J
1855,0.0791858434677124,COG4587
1856,0.07051955908536911,COG0091
1857,0.1004101037979126,COG0634
1858,0.09818683564662933,COG0520
1859,0.1505739986896515,COG4146
1860,0.16276179254055023,COG0162
1861,0.11447662115097046,COG0468
1862,0.19745837152004242,2DMT6
1863,0.14795063436031342,COG2876
1864,0.12471288442611694,COG1539
1865,0.09216233342885971,COG4876
1866,0.11873151361942291,2FI9A
1867,0.09534898400306702,COG0216
1868,0.11402321606874466,COG0213
1869,0.1263822615146637,COG3266
1870,0.16303476691246033,COG4097
1871,0.13931193947792053,COG0736
1872,0.12949517369270325,COG1977
1873,0.10452014952898026,COG4120
1874,0.10691709816455841,COG4748
1875,0.13010959327220917,COG0680
1876,0.14010637998580933,2ECWU
1877,0.1427718549966812,COG1345
1878,0.1471100151538849,COG1904
1879,0.14168375730514526,2EJZI
1880,0.10558949410915375,COG3973
1881,0.0838451087474823,COG3589
1882,0.08595764636993408,COG1873
1883,0.04276961833238602,COG2514
1884,0.04427006095647812,COG2367
1885,0.07037307322025299,2BH8N
1886,0.08319368958473206,COG0124
1887,0.09917135536670685,COG3048
1888,0.08844337612390518,2EFMD
1889,0.10165808349847794,COG3906
1890,0.0844680666923523,2CH62
1891,0.08950147032737732,2EDG5
1892,0.009608263149857521,COG1570
1893,0.0497991144657135,2EW4I
1894,0.04557843506336212,2DQX1
1895,0.04027479141950607,COG0034
1896,0.06778057664632797,29S3D
1897,0.07083527743816376,COG2013
1898,0.048611775040626526,2ASKI
1899,0.0875130370259285,COG2258
1900,0.08357793837785721,COG2049
1901,0.0500885434448719,COG0276
1902,0.09428589791059494,COG1804
1903,0.10849736630916595,29S96
1904,0.09325925260782242,COG1327
1905,0.12028270959854126,COG0746
1906,0.09683209657669067,COG2165
1907,0.13495290279388428,COG1660
1908,0.15474846959114075,COG3402
1909,0.13154545426368713,COG1169
1910,0.1211722195148468,COG1134
1911,0.13906101882457733,COG1066
1912,0.169599249958992,COG2337
1913,0.10008212178945541,COG0152
1914,0.09612523019313812,2DU4Y
1915,0.11109252274036407,COG0647
1916,0.044412367045879364,COG0238
1917,0.07501426339149475,COG3910
1918,0.07899811863899231,COG0762
1919,0.07541990280151367,COG0164
1920,0.08972780406475067,COG5416
1921,0.08517690002918243,COG0743
1922,0.07861945033073425,COG0333
1923,0.09091512858867645,2C3U0
1924,0.09482818841934204,2BUKY
1925,0.07804039865732193,COG0658
1926,0.08729329705238342,COG3853
1927,0.09369510412216187,COG4221
1928,0.10376432538032532,COG0532
1929,0.07211807370185852,COG3723
1930,0.021408673375844955,COG0244
1931,0.02828844264149666,COG0014
1932,0.010013364255428314,COG2179
1933,0.02061297744512558,COG1956
1934,0.06807993352413177,COG0548
1935,0.0705518126487732,COG1696
1936,0.05869832634925842,COG0288
1937,0.0679100900888443,COG1492
1938,0.06983668357133865,COG0773
1939,0.07124639302492142,COG0412
1940,0.11935600638389587,COG1003
1941,0.11532466113567352,COG0718
1942,0.10621359944343567,COG1242
1943,0.06625299900770187,COG2805
1944,0.06639733910560608,COG0816
1945,0.06696641445159912,2DZ9Y
1946,0.07106268405914307,29RJY
1947,0.01472313329577446,COG0759
1948,0.047061171382665634,COG1435
1949,0.07851259410381317,COG2351
1950,0.09859949350357056,COG1331
1951,0.06878669559955597,COG0770
1952,0.10726340860128403,COG3182
1953,0.10447168350219727,COG3253
1954,0.0732765942811966,2DMA5
1955,0.031267326325178146,COG4605
1956,0.05940345302224159,COG4846
1957,0.07451511919498444,COG0002
1958,0.06563718616962433,COG4581
1959,0.07807931303977966,COG0579
1960,0.08018141984939575,COG0285
1961,0.0814773291349411,COG2358
1962,0.09188511967658997,COG1646
1963,0.0898672342300415,COG1987
1964,0.09016160666942596,28HKD
1965,0.09300733357667923,COG0237
1966,0.12276425957679749,29J9V
1967,0.10293656587600708,COG3237
1968,0.10397860407829285,COG0393
1969,0.11247367411851883,COG1797
1970,0.1250923126935959,COG1178
1971,0.12509462237358093,COG0387
